# Renewables.ninja Wind power (Point API) - 55.788, 12.538 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.78759154008641"""," ""lon"": ""12.537795731694663"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity,MW,,,,,,,,,,
05/01/2019 07.00,05/01/2019 08.00,201464.132,201.464132,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132",,,,,,,,,
05/01/2019 08.00,05/01/2019 09.00,201768.234,201.768234,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234",,,,,,,,,
05/01/2019 09.00,05/01/2019 10.00,196085.821,196.085821,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821",,,,,,,,,
05/01/2019 10.00,05/01/2019 11.00,177250.451,177.250451,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451",,,,,,,,,
05/01/2019 11.00,05/01/2019 12.00,170632.782,170.632782,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782",,,,,,,,,
05/01/2019 12.00,05/01/2019 13.00,151244.928,151.244928,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928",,,,,,,,,
05/01/2019 13.00,05/01/2019 14.00,156797.832,156.797832,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832",,,,,,,,,
05/01/2019 14.00,05/01/2019 15.00,190070.69,190.07069,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069",,,,,,,,,
05/01/2019 15.00,05/01/2019 16.00,208434.434,208.434434,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434",,,,,,,,,
05/01/2019 16.00,05/01/2019 17.00,206585.416,206.585416,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416",,,,,,,,,
05/01/2019 17.00,05/01/2019 18.00,183993.402,183.993402,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402",,,,,,,,,
05/01/2019 18.00,05/01/2019 19.00,149988.525,149.988525,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402, 149.988525",,,,,,,,,
05/01/2019 19.00,05/01/2019 20.00,113761.732,113.761732,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402, 149.988525, 113.761732",,,,,,,,,
05/01/2019 20.00,05/01/2019 21.00,83613.558,83.613558,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402, 149.988525, 113.761732, 83.613558",,,,,,,,,
05/01/2019 21.00,05/01/2019 22.00,56822.955,56.822955,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402, 149.988525, 113.761732, 83.613558, 56.822955",,,,,,,,,
05/01/2019 22.00,05/01/2019 23.00,36254.491,36.254491,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402, 149.988525, 113.761732, 83.613558, 56.822955, 36.254491",,,,,,,,,
05/01/2019 23.00,06/01/2019 00.00,22100.304,22.100304,"250.807168, 253.82562, 242.109157, 232.651594, 233.148438, 224.620722, 208.104191, 201.464132, 201.768234, 196.085821, 177.250451, 170.632782, 151.244928, 156.797832, 190.07069, 208.434434, 206.585416, 183.993402, 149.988525, 113.761732, 83.613558, 56.822955, 36.254491, 22.100304",,,,,,,,,
06/01/2019 00.00,06/01/2019 01.00,10907.287,10.907287,10.907287,,,,,,,,,
06/01/2019 01.00,06/01/2019 02.00,4127.459,4.127459,"10.907287, 4.127459",,,,,,,,,
06/01/2019 02.00,06/01/2019 03.00,2497.803,2.497803,"10.907287, 4.127459, 2.497803",,,,,,,,,
06/01/2019 03.00,06/01/2019 04.00,3090.99,3.09099,"10.907287, 4.127459, 2.497803, 3.09099",,,,,,,,,
06/01/2019 04.00,06/01/2019 05.00,4960.336,4.960336,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336",,,,,,,,,
06/01/2019 05.00,06/01/2019 06.00,12090.525,12.090525,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525",,,,,,,,,
06/01/2019 06.00,06/01/2019 07.00,24311.398,24.311398,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398",,,,,,,,,
06/01/2019 07.00,06/01/2019 08.00,38668.24,38.66824,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824",,,,,,,,,
06/01/2019 08.00,06/01/2019 09.00,53976.159,53.976159,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159",,,,,,,,,
06/01/2019 09.00,06/01/2019 10.00,61357.121,61.357121,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121",,,,,,,,,
06/01/2019 10.00,06/01/2019 11.00,64623.699,64.623699,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699",,,,,,,,,
06/01/2019 11.00,06/01/2019 12.00,68307.936,68.307936,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936",,,,,,,,,
06/01/2019 12.00,06/01/2019 13.00,72954.028,72.954028,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028",,,,,,,,,
06/01/2019 13.00,06/01/2019 14.00,89442.933,89.442933,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933",,,,,,,,,
06/01/2019 14.00,06/01/2019 15.00,113660.547,113.660547,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547",,,,,,,,,
06/01/2019 15.00,06/01/2019 16.00,124966.442,124.966442,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442",,,,,,,,,
06/01/2019 16.00,06/01/2019 17.00,124345.627,124.345627,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627",,,,,,,,,
06/01/2019 17.00,06/01/2019 18.00,118536.474,118.536474,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474",,,,,,,,,
06/01/2019 18.00,06/01/2019 19.00,113629.816,113.629816,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474, 113.629816",,,,,,,,,
06/01/2019 19.00,06/01/2019 20.00,111537.092,111.537092,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474, 113.629816, 111.537092",,,,,,,,,
06/01/2019 20.00,06/01/2019 21.00,115342.438,115.342438,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474, 113.629816, 111.537092, 115.342438",,,,,,,,,
06/01/2019 21.00,06/01/2019 22.00,113718.197,113.718197,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474, 113.629816, 111.537092, 115.342438, 113.718197",,,,,,,,,
06/01/2019 22.00,06/01/2019 23.00,96867.835,96.867835,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474, 113.629816, 111.537092, 115.342438, 113.718197, 96.867835",,,,,,,,,
06/01/2019 23.00,07/01/2019 00.00,69108.608,69.108608,"10.907287, 4.127459, 2.497803, 3.09099, 4.960336, 12.090525, 24.311398, 38.66824, 53.976159, 61.357121, 64.623699, 68.307936, 72.954028, 89.442933, 113.660547, 124.966442, 124.345627, 118.536474, 113.629816, 111.537092, 115.342438, 113.718197, 96.867835, 69.108608",,,,,,,,,
07/01/2019 00.00,07/01/2019 01.00,51242.729,51.242729,51.242729,,,,,,,,,
07/01/2019 01.00,07/01/2019 02.00,49801.712,49.801712,"51.242729, 49.801712",,,,,,,,,
07/01/2019 02.00,07/01/2019 03.00,60751.006,60.751006,"51.242729, 49.801712, 60.751006",,,,,,,,,
07/01/2019 03.00,07/01/2019 04.00,64417.318,64.417318,"51.242729, 49.801712, 60.751006, 64.417318",,,,,,,,,
07/01/2019 04.00,07/01/2019 05.00,67109.386,67.109386,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386",,,,,,,,,
07/01/2019 05.00,07/01/2019 06.00,77285.701,77.285701,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701",,,,,,,,,
07/01/2019 06.00,07/01/2019 07.00,88919.078,88.919078,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078",,,,,,,,,
07/01/2019 07.00,07/01/2019 08.00,95365.888,95.365888,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888",,,,,,,,,
07/01/2019 08.00,07/01/2019 09.00,104692.936,104.692936,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936",,,,,,,,,
07/01/2019 09.00,07/01/2019 10.00,127523.266,127.523266,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266",,,,,,,,,
07/01/2019 10.00,07/01/2019 11.00,154260.18,154.26018,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018",,,,,,,,,
07/01/2019 11.00,07/01/2019 12.00,162575.483,162.575483,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483",,,,,,,,,
07/01/2019 12.00,07/01/2019 13.00,183454.614,183.454614,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614",,,,,,,,,
07/01/2019 13.00,07/01/2019 14.00,242386.358,242.386358,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358",,,,,,,,,
07/01/2019 14.00,07/01/2019 15.00,311958.106,311.958106,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106",,,,,,,,,
07/01/2019 15.00,07/01/2019 16.00,322880.726,322.880726,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726",,,,,,,,,
07/01/2019 16.00,07/01/2019 17.00,322038.272,322.038272,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272",,,,,,,,,
07/01/2019 17.00,07/01/2019 18.00,393208.985,393.208985,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985",,,,,,,,,
07/01/2019 18.00,07/01/2019 19.00,440295.891,440.295891,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985, 440.295891",,,,,,,,,
07/01/2019 19.00,07/01/2019 20.00,453071.631,453.071631,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985, 440.295891, 453.071631",,,,,,,,,
07/01/2019 20.00,07/01/2019 21.00,471397.837,471.397837,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985, 440.295891, 453.071631, 471.397837",,,,,,,,,
07/01/2019 21.00,07/01/2019 22.00,466650.087,466.650087,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985, 440.295891, 453.071631, 471.397837, 466.650087",,,,,,,,,
07/01/2019 22.00,07/01/2019 23.00,437570.817,437.570817,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985, 440.295891, 453.071631, 471.397837, 466.650087, 437.570817",,,,,,,,,
07/01/2019 23.00,08/01/2019 00.00,434995.862,434.995862,"51.242729, 49.801712, 60.751006, 64.417318, 67.109386, 77.285701, 88.919078, 95.365888, 104.692936, 127.523266, 154.26018, 162.575483, 183.454614, 242.386358, 311.958106, 322.880726, 322.038272, 393.208985, 440.295891, 453.071631, 471.397837, 466.650087, 437.570817, 434.995862",,,,,,,,,
08/01/2019 00.00,08/01/2019 01.00,429116.527,429.116527,429.116527,,,,,,,,,
08/01/2019 01.00,08/01/2019 02.00,409428.802,409.428802,"429.116527, 409.428802",,,,,,,,,
08/01/2019 02.00,08/01/2019 03.00,406623.548,406.623548,"429.116527, 409.428802, 406.623548",,,,,,,,,
08/01/2019 03.00,08/01/2019 04.00,406595.999,406.595999,"429.116527, 409.428802, 406.623548, 406.595999",,,,,,,,,
08/01/2019 04.00,08/01/2019 05.00,401361.236,401.361236,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236",,,,,,,,,
08/01/2019 05.00,08/01/2019 06.00,329523.943,329.523943,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943",,,,,,,,,
08/01/2019 06.00,08/01/2019 07.00,162587.713,162.587713,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713",,,,,,,,,
08/01/2019 07.00,08/01/2019 08.00,46934.422,46.934422,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422",,,,,,,,,
08/01/2019 08.00,08/01/2019 09.00,111524.603,111.524603,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603",,,,,,,,,
08/01/2019 09.00,08/01/2019 10.00,232624.517,232.624517,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517",,,,,,,,,
08/01/2019 10.00,08/01/2019 11.00,341964.37,341.96437,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437",,,,,,,,,
08/01/2019 11.00,08/01/2019 12.00,417631.688,417.631688,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688",,,,,,,,,
08/01/2019 12.00,08/01/2019 13.00,437327.893,437.327893,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893",,,,,,,,,
08/01/2019 13.00,08/01/2019 14.00,447348.641,447.348641,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641",,,,,,,,,
08/01/2019 14.00,08/01/2019 15.00,448305.288,448.305288,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288",,,,,,,,,
08/01/2019 15.00,08/01/2019 16.00,448957.291,448.957291,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291",,,,,,,,,
08/01/2019 16.00,08/01/2019 17.00,458639.437,458.639437,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437",,,,,,,,,
08/01/2019 17.00,08/01/2019 18.00,468088.511,468.088511,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511",,,,,,,,,
08/01/2019 18.00,08/01/2019 19.00,473264.88,473.26488,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511, 473.26488",,,,,,,,,
08/01/2019 19.00,08/01/2019 20.00,473941.68,473.94168,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511, 473.26488, 473.94168",,,,,,,,,
08/01/2019 20.00,08/01/2019 21.00,477743.556,477.743556,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511, 473.26488, 473.94168, 477.743556",,,,,,,,,
08/01/2019 21.00,08/01/2019 22.00,484903.635,484.903635,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511, 473.26488, 473.94168, 477.743556, 484.903635",,,,,,,,,
08/01/2019 22.00,08/01/2019 23.00,487242.554,487.242554,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511, 473.26488, 473.94168, 477.743556, 484.903635, 487.242554",,,,,,,,,
08/01/2019 23.00,09/01/2019 00.00,487421.149,487.421149,"429.116527, 409.428802, 406.623548, 406.595999, 401.361236, 329.523943, 162.587713, 46.934422, 111.524603, 232.624517, 341.96437, 417.631688, 437.327893, 447.348641, 448.305288, 448.957291, 458.639437, 468.088511, 473.26488, 473.94168, 477.743556, 484.903635, 487.242554, 487.421149",,,,,,,,,
09/01/2019 00.00,09/01/2019 01.00,486394.462,486.394462,486.394462,,,,,,,,,
09/01/2019 01.00,09/01/2019 02.00,485316.879,485.316879,"486.394462, 485.316879",,,,,,,,,
09/01/2019 02.00,09/01/2019 03.00,484105.331,484.105331,"486.394462, 485.316879, 484.105331",,,,,,,,,
09/01/2019 03.00,09/01/2019 04.00,483165.844,483.165844,"486.394462, 485.316879, 484.105331, 483.165844",,,,,,,,,
09/01/2019 04.00,09/01/2019 05.00,481811.361,481.811361,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361",,,,,,,,,
09/01/2019 05.00,09/01/2019 06.00,479550.352,479.550352,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352",,,,,,,,,
09/01/2019 06.00,09/01/2019 07.00,477121.839,477.121839,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839",,,,,,,,,
09/01/2019 07.00,09/01/2019 08.00,473186.898,473.186898,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898",,,,,,,,,
09/01/2019 08.00,09/01/2019 09.00,469178.828,469.178828,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828",,,,,,,,,
09/01/2019 09.00,09/01/2019 10.00,464884.804,464.884804,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804",,,,,,,,,
09/01/2019 10.00,09/01/2019 11.00,462388.369,462.388369,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369",,,,,,,,,
09/01/2019 11.00,09/01/2019 12.00,453842.023,453.842023,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023",,,,,,,,,
09/01/2019 12.00,09/01/2019 13.00,442240.295,442.240295,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295",,,,,,,,,
09/01/2019 13.00,09/01/2019 14.00,429199.51,429.19951,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951",,,,,,,,,
09/01/2019 14.00,09/01/2019 15.00,412871.142,412.871142,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142",,,,,,,,,
09/01/2019 15.00,09/01/2019 16.00,396845.252,396.845252,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252",,,,,,,,,
09/01/2019 16.00,09/01/2019 17.00,389117.831,389.117831,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252, 389.117831",,,,,,,,,
09/01/2019 17.00,09/01/2019 18.00,383562.362,383.562362,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252, 389.117831, 383.562362",,,,,,,,,
09/01/2019 18.00,09/01/2019 19.00,365466.256,365.466256,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252, 389.117831, 383.562362, 365.466256",,,,,,,,,
09/01/2019 19.00,09/01/2019 20.00,338187.997,338.187997,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252, 389.117831, 383.562362, 365.466256, 338.187997",,,,,,,,,
09/01/2019 20.00,09/01/2019 21.00,291277.375,291.277375,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252, 389.117831, 383.562362, 365.466256, 338.187997, 291.277375",,,,,,,,,
09/01/2019 21.00,09/01/2019 22.00,257865.117,257.865117,"486.394462, 485.316879, 484.105331, 483.165844, 481.811361, 479.550352, 477.121839, 473.186898, 469.178828, 464.884804, 462.388369, 453.842023, 442.240295, 429.19951, 412.871142, 396.845252, 389.117831, 383.562362, 365.466256, 338.187997, 291.277375, 257.865117",,,,,,,,,
